t,ax,ay,az,gx,gy,magnitude
0.0,0.024835707650561634,-0.03375891374871908,0.9568253197517533,-5.570406791165437,-0.1651263185978028,0.9577427468532678
0.010005002501250625,0.0043780449610873,0.006323578487799947,1.0029635677706308,-3.15465416868895,-2.5182513018779815,1.002993057402575
0.02001000500250125,0.05482253000922103,-0.012695272324974385,1.0099338516179397,-4.7103009178712245,-0.8618747872683098,1.0115004025604062
0.030015007503751877,0.10944945225350633,0.024559474837774042,1.0371448845930782,-2.739979093705689,3.573658637588499,1.0431931087006323
0.0400200100050025,0.03202426105402843,-0.04220241759945501,0.9496075643193078,-1.0707515535559438,6.38928327515257,0.9510841832139486
0.05002501250625312,0.04189971425822512,0.0749925598954679,1.0519585180509763,4.185772431656922,2.8524366543178674,1.0554601810559232
0.060030015007503754,0.14175619910389775,0.07541494376234499,0.8914187859663453,-1.6057951935285122,0.5086160423588489,0.905764696651826
0.07003501750875438,0.10955312625536402,0.04456323620385276,0.9993671077233944,-7.928128533847963,7.490058851522138,1.00634108804754
0.080040020010005,0.055183081155005934,0.1273504439637245,1.010571851709579,5.700339232475802,-1.564182365257611,1.0200582216183764
0.09004502251125562,0.11225418082929578,0.14902992126132497,1.0706641364494782,-4.185450668075198,5.154596691834535,1.0867992508388657
0.10005002501250625,0.0673358954195023,0.028230142853701776,1.0440167923183907,-0.2936021355231436,-1.4403139917563932,1.046566828454002
0.11005502751375687,0.07144329829222015,0.07553950423656886,0.9763573145188557,2.2326825347035575,2.1551147900544656,0.9818777760931598
0.12006003001500751,0.10983929707143762,0.07883230270239816,1.0009867903719716,0.998052092013914,-0.5678128239522574,1.0100761147704125
0.13006503251625812,0.0038384441615511716,0.07240779261788605,1.0636106650274155,5.470897737607378,-0.27926091326405433,1.066079391436415
0.14007003501750875,0.013745186100379017,0.16146303536782422,1.052991744744947,2.3950157169637944,-1.8869325873110496,1.0653876554720039
0.15007503751875936,0.07108642148461682,0.10934965059735835,1.0310751236930498,-4.30654789848554,6.724270155903472,1.0392913624695872
0.16008004002001,0.04650016883834767,0.10334432776055208,1.0388837508858038,10.892810869958309,-3.6646301905426752,1.0450462973652563
0.17008504252126064,0.10955256093940582,0.012415114951232875,1.1004265838157576,0.9716673166911661,-3.701161262743542,1.105936058303577
0.18009004502251125,0.04393722961276436,0.1389770215770512,1.0422163142765375,-0.7367011331075312,10.604967829225547,1.052359224987667
0.19009504752376188,0.013078835233566857,0.038469904617724086,1.0659612099740088,4.8196271152778545,4.889237823271657,1.0667353423701758
0.2001000500250125,0.15026158639318365,0.09537160904984354,1.1809022534521274,1.247254729650361,-11.925568493465182,1.1942380082573427
0.21010505252626313,0.05799088554477344,0.09700448758082984,1.0030292396073728,1.9961409646966355,-2.826293696052018,1.0093762771753807
0.22011005502751374,0.06407056550516221,0.14086591611685179,0.9831916921978534,12.460919993003435,-9.059946687810271,0.9952960098857373
0.23011505752876438,-0.019905086826780036,-0.00384223297528425,1.116291253645381,-1.3756071412752333,-4.753453467076276,1.1164753191186065
0.24012006003001501,0.014094805249204,-0.10139887802048551,1.0442607937298034,-1.5888044700869792,-15.692573331170198,1.0492668875553184
0.25012506253126565,0.03631327834968696,0.04611305587471713,1.063112021685983,0.582892560062319,-0.6849478884697119,1.0647310640532026
